32	32	32	32	33	33	33	33	34	34	34	34	35	35	35	35
32	32	32	32	33	33	33	33	34	34	34	34	35	35	35	35
32	32	32	32	33	33	33	33	34	34	34	34	35	35	35	35
32	32	32	32	33	33	33	33	34	34	34	34	35	35	35	35
52	52	52	52	53	53	53	53	54	54	54	54	55	55	55	55
52	52	52	52	53	53	53	53	54	54	54	54	55	55	55	55
52	52	52	52	53	53	53	53	54	54	54	54	55	55	55	55
52	52	52	52	53	53	53	53	54	54	54	54	55	55	55	55
62	62	62	62	63	63	63	63	64	64	64	64	65	65	65	65
62	62	62	62	63	63	63	63	64	64	64	64	65	65	65	65
62	62	62	62	63	63	63	63	64	64	64	64	65	65	65	65
62	62	62	62	63	63	63	63	64	64	64	64	65	65	65	65
66	66	66	66	67	67	67	67	68	68	68	68	69	69	69	69
66	66	66	66	67	67	67	67	68	68	68	68	69	69	69	69
66	66	66	66	67	67	67	67	68	68	68	68	69	69	69	69
66	66	66	66	67	67	67	67	68	68	68	68	69	69	69	69
